Date,Open,High,Low,Close,Volume,Index
5-Dec-07,79.25,79.25,78.19,78.63,6746000,415
6-Dec-07,77.92,79.65,77.8,79.37,6236800,416
7-Dec-07,79.01,79.6,78.19,78.6,5078900,417
10-Dec-07,79.15,80.3,79.13,80,4564900,418
11-Dec-07,79.75,80.46,78.68,78.84,9351700,419
12-Dec-07,80.05,80.92,79.94,80.49,8255900,420
13-Dec-07,79.59,79.62,78.3,78.5,9554700,421
14-Dec-07,78.41,78.57,77.82,78.52,6827000,422
17-Dec-07,78.13,78.79,77.81,78.13,6332600,423
18-Dec-07,79.59,79.59,78.82,79.25,6105800,424
19-Dec-07,79.23,79.57,78.98,79.24,5500400,425
20-Dec-07,78.91,79.11,78.36,78.67,6345500,426
21-Dec-07,80.16,80.32,79.92,80.1,4325100,427
24-Dec-07,80.21,80.63,80.14,80.14,2755100,428
26-Dec-07,81.06,81.67,81,81.52,5728200,429
27-Dec-07,81.88,82.17,81.37,81.56,4853500,430
28-Dec-07,82.38,83.02,82.35,83,4639500,431
31-Dec-07,82.74,82.83,81.98,82.46,3770200,432
2-Jan-08,83.56,85.14,83.44,84.86,12291600,433
3-Jan-08,84.87,85.94,84.6,85.57,9553800,434
4-Jan-08,85.34,85.55,84.43,85.13,8402100,435
7-Jan-08,85.24,85.26,84.57,84.77,6944400,436
8-Jan-08,86.28,87.13,86.16,86.78,9569800,437
9-Jan-08,86.56,87.2,86.3,86.55,8407900,438
10-Jan-08,86.42,88.46,86.41,88.25,12011400,439
11-Jan-08,88.04,88.76,87.85,88.58,6979000,440
14-Jan-08,89.45,89.94,89,89.54,10085800,441
15-Jan-08,89.6,90.35,87.91,87.99,23859700,442
16-Jan-08,88.17,88.66,86.32,86.7,26919600,443
17-Jan-08,87.5,87.98,86.47,86.5,13592600,444
18-Jan-08,87.16,87.46,86.51,87.42,9094500,445
22-Jan-08,86.14,88.44,85.77,88.17,20680600,446
23-Jan-08,87.16,88.67,86.73,87.89,14283600,447
24-Jan-08,89.72,90.25,89.13,90.08,10627400,448
25-Jan-08,90.93,91.08,89.5,90.3,9703900,449
28-Jan-08,90.96,91.89,90.75,91.75,8533400,450
29-Jan-08,91.36,91.72,90.81,91.15,9090200,451
30-Jan-08,90.71,92.58,90.45,92.06,14372500,452
31-Jan-08,90.92,91.66,90.74,91.4,7791400,453
1-Feb-08,91.75,91.87,89.22,89.35,19635600,454
4-Feb-08,88.51,89.52,88.05,89.1,10285000,455
5-Feb-08,87.9,88.69,87.3,87.68,11170100,456
6-Feb-08,89,89.65,88.75,88.95,8787300,457
7-Feb-08,88.95,89.94,88.81,89.85,8972900,458
8-Feb-08,90,91,89.99,91,9128200,459
11-Feb-08,91.04,91.46,90.44,91.33,6832100,460
12-Feb-08,90.83,91.4,89.1,89.33,10076300,461
13-Feb-08,88.88,89.99,88.67,89.44,10040000,462
14-Feb-08,89.37,90.11,89.35,89.71,6882800,463
15-Feb-08,90.3,90.32,88.63,89.15,5586100,464
19-Feb-08,91.23,91.94,90.98,91.58,8373500,465
20-Feb-08,90.84,93.31,90.75,93.24,10633500,466
21-Feb-08,93.44,94.22,93.02,93.25,12702000,467
22-Feb-08,93.56,93.72,92.35,93.39,7576900,468
